risk_rank,store_id,product_id,product_name,category,supplier_id,supplier_name,quantity_on_hand,reorder_point,quantity_on_order,avg_daily_demand,days_of_stock_remaining,avg_actual_lead_time_days,calculated_on_time_rate,expected_replenishment_days,risk_score,is_out_of_stock,needs_reorder
691,S002,P0095,Apparel - Accessories #95,Apparel,SUP018,Supplier 18 Ltd,47.0,22.0,0.0,0.0333333333333333,1410.0000000000016,12.992424242424242,0.0,1299.2424242424242,-110.75757575757734,false,false
692,S007,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,54.0,26.0,0.0,0.0333333333333333,1620.0000000000018,14.90990990990991,0.0,1490.990990990991,-129.00900900901092,false,false
693,S007,P0084,Apparel - Pants #84,Apparel,SUP018,Supplier 18 Ltd,48.0,28.0,0.0,0.0333333333333333,1440.0000000000016,12.992424242424242,0.0,1299.2424242424242,-140.75757575757734,false,false
694,S015,P0063,Apparel - Shirts #63,Apparel,SUP028,Supplier 28 Ltd,72.0,25.0,0.0,0.0333333333333333,2160.0000000000023,20.16793893129771,0.0,2016.7938931297708,-143.20610687023145,false,false
695,S015,P0154,Groceries - Produce #154,Groceries,SUP022,Supplier 22 Ltd,54.0,28.0,0.0,0.0333333333333333,1620.0000000000018,14.748603351955309,0.0,1474.8603351955308,-145.13966480447107,false,false
696,S007,P0190,Groceries - Produce #190,Groceries,SUP003,Supplier 3 Ltd,67.0,34.0,0.0,0.0333333333333333,2010.000000000002,18.6242774566474,0.0,1862.4277456647399,-147.5722543352622,false,false
697,S006,P0174,Groceries - Dairy #174,Groceries,SUP012,Supplier 12 Ltd,94.0,40.0,0.0,0.0666666666666666,1410.0000000000016,12.567567567567568,0.0,1256.7567567567569,-153.2432432432447,false,false
698,S019,P0090,Apparel - Shirts #90,Apparel,SUP008,Supplier 8 Ltd,43.0,19.0,0.0,0.0333333333333333,1290.0000000000014,11.265432098765432,0.0,1126.5432098765432,-163.45679012345818,false,false
699,S006,P0107,Home Goods - Furniture #107,Home Goods,SUP023,Supplier 23 Ltd,22.0,11.0,0.0,0.0333333333333333,660.0000000000007,4.847619047619047,0.0,484.7619047619047,-175.23809523809598,false,false
700,S001,P0077,Apparel - Shirts #77,Apparel,SUP024,Supplier 24 Ltd,59.0,22.0,0.0,0.0333333333333333,1770.0000000000018,15.845528455284551,0.0,1584.552845528455,-185.4471544715468,false,false
701,S006,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,56.0,34.0,0.0,0.0333333333333333,1680.0000000000018,14.90990990990991,0.0,1490.990990990991,-189.00900900901092,false,false
702,S002,P0182,Groceries - Produce #182,Groceries,SUP029,Supplier 29 Ltd,63.0,28.0,0.0,0.0333333333333333,1890.000000000002,16.932960893854748,0.0,1693.2960893854747,-196.70391061452733,false,false
703,S004,P0154,Groceries - Produce #154,Groceries,SUP022,Supplier 22 Ltd,56.0,25.0,0.0,0.0333333333333333,1680.0000000000018,14.748603351955309,0.0,1474.8603351955308,-205.13966480447107,false,false
704,S014,P0149,Home Goods - Furniture #149,Home Goods,SUP019,Supplier 19 Ltd,45.0,18.0,0.0,0.0666666666666666,675.0000000000007,4.6767676767676765,0.0,467.6767676767676,-207.32323232323307,false,false
705,S001,P0169,Groceries - Produce #169,Groceries,SUP003,Supplier 3 Ltd,69.0,25.0,0.0,0.0333333333333333,2070.0000000000023,18.6242774566474,0.0,1862.4277456647399,-207.57225433526241,false,false
706,S016,P0081,Apparel - Shoes #81,Apparel,SUP027,Supplier 27 Ltd,78.0,30.0,0.0,0.0333333333333333,2340.0000000000023,21.058823529411764,0.0,2105.8823529411766,-234.1176470588257,false,false
707,S008,P0191,Groceries - Packaged #191,Groceries,SUP027,Supplier 27 Ltd,78.0,39.0,0.0,0.0333333333333333,2340.0000000000023,21.058823529411764,0.0,2105.8823529411766,-234.1176470588257,false,false
708,S006,P0179,Groceries - Meat #179,Groceries,SUP030,Supplier 30 Ltd,58.0,22.0,0.0,0.0333333333333333,1740.0000000000018,15.030534351145038,0.0,1503.0534351145038,-236.946564885498,false,false
709,S012,P0029,Electronics - Tablets #29,Electronics,SUP019,Supplier 19 Ltd,25.0,10.0,0.0,0.0333333333333333,750.0000000000008,4.6767676767676765,0.0,467.6767676767676,-282.3232323232332,false,false
710,S006,P0100,Apparel - Shoes #100,Apparel,SUP015,Supplier 15 Ltd,58.0,22.0,0.0,0.0333333333333333,1740.0000000000018,14.352380952380951,0.0,1435.2380952380952,-304.76190476190664,false,false
711,S013,P0079,Apparel - Pants #79,Apparel,SUP017,Supplier 17 Ltd,61.0,30.0,0.0,0.0333333333333333,1830.0000000000018,15.206185567010309,0.0,1520.618556701031,-309.3814432989709,false,false
712,S004,P0149,Home Goods - Furniture #149,Home Goods,SUP019,Supplier 19 Ltd,26.0,15.0,0.0,0.0333333333333333,780.0000000000008,4.6767676767676765,0.0,467.6767676767676,-312.3232323232332,false,false
713,S007,P0159,Groceries - Produce #159,Groceries,SUP014,Supplier 14 Ltd,70.0,39.0,0.0,0.0333333333333333,2100.0000000000023,17.80952380952381,0.0,1780.952380952381,-319.0476190476213,false,false
714,S004,P0181,Groceries - Dairy #181,Groceries,SUP009,Supplier 9 Ltd,61.0,38.0,0.0,0.0333333333333333,1830.0000000000018,14.90990990990991,0.0,1490.990990990991,-339.0090090090109,false,false
715,S006,P0087,Apparel - Shirts #87,Apparel,SUP004,Supplier 4 Ltd,43.0,19.0,0.0,0.0333333333333333,1290.0000000000014,9.350877192982455,0.0,935.0877192982455,-354.9122807017559,false,false
716,S009,P0107,Home Goods - Furniture #107,Home Goods,SUP023,Supplier 23 Ltd,28.0,20.0,0.0,0.0333333333333333,840.0000000000009,4.847619047619047,0.0,484.7619047619047,-355.2380952380962,false,false
717,S004,P0166,Groceries - Meat #166,Groceries,SUP030,Supplier 30 Ltd,62.0,40.0,0.0,0.0333333333333333,1860.000000000002,15.030534351145038,0.0,1503.0534351145038,-356.9465648854982,false,false
718,S011,P0151,Groceries - Dairy #151,Groceries,SUP002,Supplier 2 Ltd,62.0,25.0,0.0,0.0333333333333333,1860.000000000002,14.973684210526317,0.0,1497.3684210526317,-362.6315789473704,false,false
719,S011,P0098,Apparel - Pants #98,Apparel,SUP023,Supplier 23 Ltd,57.0,23.0,0.0,0.0666666666666666,855.0000000000009,4.847619047619047,0.0,484.7619047619047,-370.2380952380962,false,false
720,S007,P0198,Groceries - Produce #198,Groceries,SUP004,Supplier 4 Ltd,45.0,20.0,0.0,0.0333333333333333,1350.0000000000014,9.350877192982455,0.0,935.0877192982455,-414.9122807017559,false,false
721,S016,P0155,Groceries - Dairy #155,Groceries,SUP013,Supplier 13 Ltd,87.0,33.0,0.0,0.0333333333333333,2610.0000000000027,21.801136363636363,0.0,2180.1136363636365,-429.88636363636624,false,false
722,S005,P0185,Groceries - Meat #185,Groceries,SUP020,Supplier 20 Ltd,78.0,38.0,0.0,0.0333333333333333,2340.0000000000023,19.015544041450777,0.0,1901.5544041450778,-438.4455958549245,false,false
723,S004,P0169,Groceries - Produce #169,Groceries,SUP003,Supplier 3 Ltd,77.0,27.0,0.0,0.0333333333333333,2310.0000000000023,18.6242774566474,0.0,1862.4277456647399,-447.5722543352624,false,false
724,S001,P0194,Groceries - Dairy #194,Groceries,SUP021,Supplier 21 Ltd,75.0,36.0,0.0,0.0333333333333333,2250.0000000000023,17.928571428571427,0.0,1792.8571428571427,-457.1428571428596,false,false
725,S009,P0182,Groceries - Produce #182,Groceries,SUP029,Supplier 29 Ltd,72.0,29.0,0.0,0.0333333333333333,2160.0000000000023,16.932960893854748,0.0,1693.2960893854747,-466.70391061452756,false,false
726,S003,P0168,Groceries - Packaged #168,Groceries,SUP020,Supplier 20 Ltd,79.0,30.0,0.0,0.0333333333333333,2370.0000000000023,19.015544041450777,0.0,1901.5544041450778,-468.4455958549245,false,false
727,S014,P0107,Home Goods - Furniture #107,Home Goods,SUP023,Supplier 23 Ltd,32.0,13.0,0.0,0.0333333333333333,960.000000000001,4.847619047619047,0.0,484.7619047619047,-475.2380952380963,false,false
728,S003,P0151,Groceries - Dairy #151,Groceries,SUP002,Supplier 2 Ltd,66.0,24.0,0.0,0.0333333333333333,1980.000000000002,14.973684210526317,0.0,1497.3684210526317,-482.6315789473704,false,false
729,S005,P0107,Home Goods - Furniture #107,Home Goods,SUP023,Supplier 23 Ltd,33.0,17.0,0.0,0.0333333333333333,990.000000000001,4.847619047619047,0.0,484.7619047619047,-505.2380952380963,false,false
730,S002,P0169,Groceries - Produce #169,Groceries,SUP003,Supplier 3 Ltd,79.0,35.0,0.0,0.0333333333333333,2370.0000000000023,18.6242774566474,0.0,1862.4277456647399,-507.5722543352624,false,false
731,S014,P0077,Apparel - Shirts #77,Apparel,SUP024,Supplier 24 Ltd,70.0,27.0,0.0,0.0333333333333333,2100.0000000000023,15.845528455284551,0.0,1584.552845528455,-515.4471544715473,false,false
732,S015,P0104,Home Goods - Furniture #104,Home Goods,SUP019,Supplier 19 Ltd,33.0,15.0,0.0,0.0333333333333333,990.000000000001,4.6767676767676765,0.0,467.6767676767676,-522.3232323232335,false,false
733,S008,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,18.0,25.0,75.0,0.0333333333333333,540.0000000000006,16.0,1.0,16.0,-524.0000000000006,false,true
734,S006,P0176,Groceries - Packaged #176,Groceries,SUP027,Supplier 27 Ltd,88.0,34.0,0.0,0.0333333333333333,2640.0000000000027,21.058823529411764,0.0,2105.8823529411766,-534.1176470588262,false,false
735,S007,P0181,Groceries - Dairy #181,Groceries,SUP009,Supplier 9 Ltd,68.0,34.0,0.0,0.0333333333333333,2040.000000000002,14.90990990990991,0.0,1490.990990990991,-549.0090090090112,false,false
736,S003,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,38.0,26.0,0.0,0.0666666666666666,570.0000000000006,16.0,1.0,16.0,-554.0000000000006,false,false
737,S001,P0087,Apparel - Shirts #87,Apparel,SUP004,Supplier 4 Ltd,50.0,28.0,0.0,0.0333333333333333,1500.0000000000016,9.350877192982455,0.0,935.0877192982455,-564.9122807017561,false,false
738,S002,P0199,Groceries - Produce #199,Groceries,SUP029,Supplier 29 Ltd,76.0,33.0,0.0,0.0333333333333333,2280.0000000000023,16.932960893854748,0.0,1693.2960893854747,-586.7039106145276,false,false
739,S018,P0161,Groceries - Meat #161,Groceries,SUP007,Supplier 7 Ltd,76.0,32.0,0.0,0.0333333333333333,2280.0000000000023,16.917241379310344,0.0,1691.7241379310344,-588.2758620689679,false,false
740,S011,P0091,Apparel - Shirts #91,Apparel,SUP003,Supplier 3 Ltd,82.0,28.0,0.0,0.0333333333333333,2460.0000000000027,18.6242774566474,0.0,1862.4277456647399,-597.5722543352629,false,false
741,S019,P0060,Apparel - Accessories #60,Apparel,SUP012,Supplier 12 Ltd,62.0,24.0,0.0,0.0333333333333333,1860.000000000002,12.567567567567568,0.0,1256.7567567567569,-603.2432432432452,false,false
742,S015,P0190,Groceries - Produce #190,Groceries,SUP003,Supplier 3 Ltd,83.0,38.0,0.0,0.0333333333333333,2490.0000000000027,18.6242774566474,0.0,1862.4277456647399,-627.5722543352629,false,false
743,S012,P0192,Groceries - Meat #192,Groceries,SUP002,Supplier 2 Ltd,71.0,33.0,0.0,0.0333333333333333,2130.0000000000023,14.973684210526317,0.0,1497.3684210526317,-632.6315789473706,false,false
744,S017,P0176,Groceries - Packaged #176,Groceries,SUP027,Supplier 27 Ltd,93.0,33.0,0.0,0.0333333333333333,2790.0000000000027,21.058823529411764,0.0,2105.8823529411766,-684.1176470588262,false,false
745,S017,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,73.0,29.0,0.0,0.0333333333333333,2190.0000000000023,14.90990990990991,0.0,1490.990990990991,-699.0090090090114,false,false
746,S005,P0187,Groceries - Meat #187,Groceries,SUP007,Supplier 7 Ltd,80.0,39.0,0.0,0.0333333333333333,2400.0000000000027,16.917241379310344,0.0,1691.7241379310344,-708.2758620689683,false,false
747,S020,P0159,Groceries - Produce #159,Groceries,SUP014,Supplier 14 Ltd,83.0,31.0,0.0,0.0333333333333333,2490.0000000000027,17.80952380952381,0.0,1780.952380952381,-709.0476190476218,false,false
748,S012,P0154,Groceries - Produce #154,Groceries,SUP022,Supplier 22 Ltd,73.0,39.0,0.0,0.0333333333333333,2190.0000000000023,14.748603351955309,0.0,1474.8603351955308,-715.1396648044715,false,false
749,S017,P0182,Groceries - Produce #182,Groceries,SUP029,Supplier 29 Ltd,81.0,38.0,0.0,0.0333333333333333,2430.0000000000027,16.932960893854748,0.0,1693.2960893854747,-736.703910614528,false,false
750,S004,P0175,Groceries - Meat #175,Groceries,SUP006,Supplier 6 Ltd,93.0,32.0,0.0,0.0333333333333333,2790.0000000000027,20.391666666666666,0.0,2039.1666666666665,-750.8333333333362,false,false
751,S006,P0079,Apparel - Pants #79,Apparel,SUP017,Supplier 17 Ltd,76.0,27.0,0.0,0.0333333333333333,2280.0000000000023,15.206185567010309,0.0,1520.618556701031,-759.3814432989714,false,false
752,S017,P0198,Groceries - Produce #198,Groceries,SUP004,Supplier 4 Ltd,57.0,25.0,0.0,0.0333333333333333,1710.0000000000018,9.350877192982455,0.0,935.0877192982455,-774.9122807017563,false,false
753,S001,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,27.0,21.0,0.0,0.0333333333333333,810.0000000000009,16.0,1.0,16.0,-794.0000000000009,false,false
754,S011,P0074,Apparel - Shoes #74,Apparel,SUP004,Supplier 4 Ltd,58.0,28.0,0.0,0.0333333333333333,1740.0000000000018,9.350877192982455,0.0,935.0877192982455,-804.9122807017563,false,false
755,S008,P0177,Groceries - Meat #177,Groceries,SUP020,Supplier 20 Ltd,92.0,35.0,0.0,0.0333333333333333,2760.0000000000027,19.015544041450777,0.0,1901.5544041450778,-858.4455958549249,false,false
756,S001,P0179,Groceries - Meat #179,Groceries,SUP030,Supplier 30 Ltd,79.0,37.0,0.0,0.0333333333333333,2370.0000000000023,15.030534351145038,0.0,1503.0534351145038,-866.9465648854984,false,false
757,S016,P0187,Groceries - Meat #187,Groceries,SUP007,Supplier 7 Ltd,86.0,37.0,0.0,0.0333333333333333,2580.0000000000027,16.917241379310344,0.0,1691.7241379310344,-888.2758620689683,false,false
758,S012,P0196,Groceries - Packaged #196,Groceries,SUP018,Supplier 18 Ltd,73.0,39.0,0.0,0.0333333333333333,2190.0000000000023,12.992424242424242,0.0,1299.2424242424242,-890.757575757578,false,false
759,S016,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,65.0,27.0,0.0,0.0666666666666666,975.000000000001,16.0,1.0,16.0,-959.000000000001,false,false
760,S004,P0151,Groceries - Dairy #151,Groceries,SUP002,Supplier 2 Ltd,82.0,36.0,0.0,0.0333333333333333,2460.0000000000027,14.973684210526317,0.0,1497.3684210526317,-962.631578947371,false,false
761,S014,P0170,Groceries - Dairy #170,Groceries,SUP017,Supplier 17 Ltd,83.0,30.0,0.0,0.0333333333333333,2490.0000000000027,15.206185567010309,0.0,1520.618556701031,-969.3814432989718,false,false
762,S003,P0074,Apparel - Shoes #74,Apparel,SUP004,Supplier 4 Ltd,64.0,25.0,0.0,0.0333333333333333,1920.000000000002,9.350877192982455,0.0,935.0877192982455,-984.9122807017566,false,false
763,S004,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,83.0,29.0,0.0,0.0333333333333333,2490.0000000000027,14.90990990990991,0.0,1490.990990990991,-999.0090090090118,false,false
764,S010,P0153,Groceries - Dairy #153,Groceries,SUP003,Supplier 3 Ltd,96.0,35.0,0.0,0.0333333333333333,2880.000000000003,18.6242774566474,0.0,1862.4277456647399,-1017.5722543352633,false,false
765,S004,P0165,Groceries - Meat #165,Groceries,SUP015,Supplier 15 Ltd,83.0,29.0,0.0,0.0333333333333333,2490.0000000000027,14.352380952380951,0.0,1435.2380952380952,-1054.7619047619075,false,false
766,S020,P0074,Apparel - Shoes #74,Apparel,SUP004,Supplier 4 Ltd,67.0,25.0,0.0,0.0333333333333333,2010.000000000002,9.350877192982455,0.0,935.0877192982455,-1074.9122807017566,false,false
767,S007,P0095,Apparel - Accessories #95,Apparel,SUP018,Supplier 18 Ltd,80.0,27.0,0.0,0.0333333333333333,2400.0000000000027,12.992424242424242,0.0,1299.2424242424242,-1100.7575757575785,false,false
768,S020,P0164,Groceries - Dairy #164,Groceries,SUP022,Supplier 22 Ltd,86.0,33.0,0.0,0.0333333333333333,2580.0000000000027,14.748603351955309,0.0,1474.8603351955308,-1105.139664804472,false,false
769,S009,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,88.0,35.0,0.0,0.0333333333333333,2640.0000000000027,14.90990990990991,0.0,1490.990990990991,-1149.0090090090118,false,false
770,S016,P0168,Groceries - Packaged #168,Groceries,SUP020,Supplier 20 Ltd,103.0,36.0,0.0,0.0333333333333333,3090.000000000003,19.015544041450777,0.0,1901.5544041450778,-1188.4455958549254,false,false
771,S010,P0184,Groceries - Dairy #184,Groceries,SUP009,Supplier 9 Ltd,90.0,36.0,0.0,0.0333333333333333,2700.0000000000027,14.90990990990991,0.0,1490.990990990991,-1209.0090090090118,false,false
772,S019,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,41.0,20.0,0.0,0.0333333333333333,1230.0000000000014,16.0,1.0,16.0,-1214.0000000000014,false,false
773,S014,P0184,Groceries - Dairy #184,Groceries,SUP009,Supplier 9 Ltd,93.0,33.0,0.0,0.0333333333333333,2790.0000000000027,14.90990990990991,0.0,1490.990990990991,-1299.0090090090118,false,false
774,S017,P0196,Groceries - Packaged #196,Groceries,SUP018,Supplier 18 Ltd,87.0,31.0,0.0,0.0333333333333333,2610.0000000000027,12.992424242424242,0.0,1299.2424242424242,-1310.7575757575785,false,false
775,S013,P0170,Groceries - Dairy #170,Groceries,SUP017,Supplier 17 Ltd,96.0,34.0,0.0,0.0333333333333333,2880.000000000003,15.206185567010309,0.0,1520.618556701031,-1359.3814432989723,false,false
776,S015,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,49.0,19.0,0.0,0.0333333333333333,1470.0000000000016,16.0,1.0,16.0,-1454.0000000000016,false,false
777,S010,P0179,Groceries - Meat #179,Groceries,SUP030,Supplier 30 Ltd,101.0,37.0,0.0,0.0333333333333333,3030.000000000003,15.030534351145038,0.0,1503.0534351145038,-1526.9465648854994,false,false
778,S009,P0165,Groceries - Meat #165,Groceries,SUP015,Supplier 15 Ltd,102.0,38.0,0.0,0.0333333333333333,3060.000000000003,14.352380952380951,0.0,1435.2380952380952,-1624.761904761908,false,false
779,S018,P0086,Apparel - Shoes #86,Apparel,SUP016,Supplier 16 Ltd,55.0,24.0,0.0,0.0333333333333333,1650.0000000000018,16.0,1.0,16.0,-1634.0000000000018,false,false
780,S019,P0162,Groceries - Meat #162,Groceries,SUP008,Supplier 8 Ltd,93.0,34.0,0.0,0.0333333333333333,2790.0000000000027,11.265432098765432,0.0,1126.5432098765432,-1663.4567901234595,false,false
781,S008,P0174,Groceries - Dairy #174,Groceries,SUP012,Supplier 12 Ltd,98.0,34.0,0.0,0.0333333333333333,2940.000000000003,12.567567567567568,0.0,1256.7567567567569,-1683.2432432432463,false,false
782,S004,P0164,Groceries - Dairy #164,Groceries,SUP022,Supplier 22 Ltd,106.0,37.0,0.0,0.0333333333333333,3180.000000000003,14.748603351955309,0.0,1474.8603351955308,-1705.1396648044724,false,false
783,S008,P0199,Groceries - Produce #199,Groceries,SUP029,Supplier 29 Ltd,116.0,39.0,0.0,0.0333333333333333,3480.0000000000036,16.932960893854748,0.0,1693.2960893854747,-1786.703910614529,false,false
784,S015,P0197,Groceries - Packaged #197,Groceries,SUP018,Supplier 18 Ltd,106.0,39.0,0.0,0.0333333333333333,3180.000000000003,12.992424242424242,0.0,1299.2424242424242,-1880.757575757579,false,false
785,S012,P0162,Groceries - Meat #162,Groceries,SUP008,Supplier 8 Ltd,103.0,35.0,0.0,0.0333333333333333,3090.000000000003,11.265432098765432,0.0,1126.5432098765432,-1963.45679012346,false,false
786,S019,P0178,Groceries - Produce #178,Groceries,SUP022,Supplier 22 Ltd,4.0,32.0,96.0,0.0,inf,14.748603351955309,0.0,1474.8603351955308,-inf,false,true
787,S014,P0031,Electronics - Laptops #31,Electronics,SUP002,Supplier 2 Ltd,3.0,8.0,24.0,0.0,inf,14.973684210526317,0.0,1497.3684210526317,-inf,false,true
788,S014,P0030,Electronics - Phones #30,Electronics,SUP023,Supplier 23 Ltd,10.0,9.0,0.0,0.0,inf,4.847619047619047,0.0,484.7619047619047,-inf,false,false
789,S014,P0029,Electronics - Tablets #29,Electronics,SUP019,Supplier 19 Ltd,1.0,6.0,18.0,0.0,inf,4.6767676767676765,0.0,467.6767676767676,-inf,false,true
790,S014,P0032,Electronics - Phones #32,Electronics,SUP025,Supplier 25 Ltd,14.0,7.0,0.0,0.0,inf,20.95,0.0,2095.0,-inf,false,false
791,S014,P0034,Electronics - Phones #34,Electronics,SUP028,Supplier 28 Ltd,21.0,9.0,0.0,0.0,inf,20.16793893129771,0.0,2016.7938931297708,-inf,false,false
792,S014,P0056,Apparel - Shoes #56,Apparel,SUP005,Supplier 5 Ltd,4.0,17.0,51.0,0.0,inf,20.15841584158416,0.0,2015.8415841584158,-inf,false,true
793,S019,P0189,Groceries - Packaged #189,Groceries,SUP009,Supplier 9 Ltd,-3.0,27.0,0.0,0.0,inf,14.90990990990991,0.0,1490.990990990991,-inf,false,true
794,S014,P0028,Electronics - Tablets #28,Electronics,SUP027,Supplier 27 Ltd,6.0,8.0,24.0,0.0,inf,21.058823529411764,0.0,2105.8823529411766,-inf,false,true
795,S014,P0027,Electronics - Accessories #27,Electronics,SUP003,Supplier 3 Ltd,23.0,9.0,0.0,0.0,inf,18.6242774566474,0.0,1862.4277456647399,-inf,false,false
796,S014,P0057,Apparel - Pants #57,Apparel,SUP024,Supplier 24 Ltd,35.0,17.0,0.0,0.0,inf,15.845528455284551,0.0,1584.552845528455,-inf,false,false
797,S019,P0191,Groceries - Packaged #191,Groceries,SUP027,Supplier 27 Ltd,45.0,21.0,0.0,0.0,inf,21.058823529411764,0.0,2105.8823529411766,-inf,false,false
798,S019,P0177,Groceries - Meat #177,Groceries,SUP020,Supplier 20 Ltd,81.0,32.0,0.0,0.0,inf,19.015544041450777,0.0,1901.5544041450778,-inf,false,false
799,S019,P0195,Groceries - Meat #195,Groceries,SUP006,Supplier 6 Ltd,95.0,33.0,0.0,0.0,inf,20.391666666666666,0.0,2039.1666666666665,-inf,false,false
800,S014,P0026,Electronics - Laptops #26,Electronics,SUP030,Supplier 30 Ltd,14.0,8.0,0.0,0.0,inf,15.030534351145038,0.0,1503.0534351145038,-inf,false,false
801,S019,P0196,Groceries - Packaged #196,Groceries,SUP018,Supplier 18 Ltd,12.0,22.0,66.0,0.0,inf,12.992424242424242,0.0,1299.2424242424242,-inf,false,true
802,S020,P0030,Electronics - Phones #30,Electronics,SUP023,Supplier 23 Ltd,15.0,10.0,0.0,0.0,inf,4.847619047619047,0.0,484.7619047619047,-inf,false,false
803,S020,P0029,Electronics - Tablets #29,Electronics,SUP019,Supplier 19 Ltd,2.0,5.0,15.0,0.0,inf,4.6767676767676765,0.0,467.6767676767676,-inf,false,true
804,S014,P0059,Apparel - Accessories #59,Apparel,SUP029,Supplier 29 Ltd,24.0,23.0,0.0,0.0,inf,16.932960893854748,0.0,1693.2960893854747,-inf,false,false
805,S014,P0025,Electronics - Accessories #25,Electronics,SUP018,Supplier 18 Ltd,23.0,8.0,0.0,0.0,inf,12.992424242424242,0.0,1299.2424242424242,-inf,false,false
806,S020,P0028,Electronics - Tablets #28,Electronics,SUP027,Supplier 27 Ltd,13.0,6.0,0.0,0.0,inf,21.058823529411764,0.0,2105.8823529411766,-inf,false,false
807,S019,P0187,Groceries - Meat #187,Groceries,SUP007,Supplier 7 Ltd,69.0,32.0,0.0,0.0,inf,16.917241379310344,0.0,1691.7241379310344,-inf,false,false
808,S014,P0051,Apparel - Shoes #51,Apparel,SUP003,Supplier 3 Ltd,23.0,24.0,72.0,0.0,inf,18.6242774566474,0.0,1862.4277456647399,-inf,false,true
809,S019,P0180,Groceries - Produce #180,Groceries,SUP029,Supplier 29 Ltd,10.0,23.0,69.0,0.0,inf,16.932960893854748,0.0,1693.2960893854747,-inf,false,true
810,S014,P0049,Electronics - Laptops #49,Electronics,SUP026,Supplier 26 Ltd,4.0,7.0,21.0,0.0,inf,18.36046511627907,0.0,1836.046511627907,-inf,false,true
811,S014,P0048,Electronics - Laptops #48,Electronics,SUP008,Supplier 8 Ltd,20.0,9.0,0.0,0.0,inf,11.265432098765432,0.0,1126.5432098765432,-inf,false,false
812,S014,P0047,Electronics - Tablets #47,Electronics,SUP027,Supplier 27 Ltd,8.0,8.0,24.0,0.0,inf,21.058823529411764,0.0,2105.8823529411766,-inf,false,true
813,S014,P0046,Electronics - Phones #46,Electronics,SUP022,Supplier 22 Ltd,0.0,9.0,27.0,0.0,inf,14.748603351955309,0.0,1474.8603351955308,-inf,true,true
814,S013,P0155,Groceries - Dairy #155,Groceries,SUP013,Supplier 13 Ltd,27.0,21.0,0.0,0.0,inf,21.801136363636363,0.0,2180.1136363636365,-inf,false,false
815,S019,P0181,Groceries - Dairy #181,Groceries,SUP009,Supplier 9 Ltd,19.0,34.0,102.0,0.0,inf,14.90990990990991,0.0,1490.990990990991,-inf,false,true
816,S014,P0052,Apparel - Pants #52,Apparel,SUP030,Supplier 30 Ltd,1.0,23.0,69.0,0.0,inf,15.030534351145038,0.0,1503.0534351145038,-inf,false,true
817,S014,P0053,Apparel - Shoes #53,Apparel,SUP007,Supplier 7 Ltd,68.0,30.0,0.0,0.0,inf,16.917241379310344,0.0,1691.7241379310344,-inf,false,false
818,S019,P0182,Groceries - Produce #182,Groceries,SUP029,Supplier 29 Ltd,32.0,25.0,0.0,0.0,inf,16.932960893854748,0.0,1693.2960893854747,-inf,false,false
819,S014,P0045,Electronics - Tablets #45,Electronics,SUP030,Supplier 30 Ltd,0.0,7.0,21.0,0.0,inf,15.030534351145038,0.0,1503.0534351145038,-inf,true,true
820,S014,P0044,Electronics - Accessories #44,Electronics,SUP013,Supplier 13 Ltd,28.0,10.0,0.0,0.0,inf,21.801136363636363,0.0,2180.1136363636365,-inf,false,false
821,S014,P0042,Electronics - Phones #42,Electronics,SUP018,Supplier 18 Ltd,10.0,10.0,30.0,0.0,inf,12.992424242424242,0.0,1299.2424242424242,-inf,false,true
822,S020,P0036,Electronics - Tablets #36,Electronics,SUP015,Supplier 15 Ltd,9.0,6.0,0.0,0.0,inf,14.352380952380951,0.0,1435.2380952380952,-inf,false,false
823,S014,P0036,Electronics - Tablets #36,Electronics,SUP015,Supplier 15 Ltd,22.0,10.0,0.0,0.0,inf,14.352380952380951,0.0,1435.2380952380952,-inf,false,false
824,S013,P0160,Groceries - Meat #160,Groceries,SUP030,Supplier 30 Ltd,83.0,30.0,0.0,0.0,inf,15.030534351145038,0.0,1503.0534351145038,-inf,false,false
825,S014,P0035,Electronics - Laptops #35,Electronics,SUP013,Supplier 13 Ltd,15.0,5.0,0.0,0.0,inf,21.801136363636363,0.0,2180.1136363636365,-inf,false,false
826,S020,P0038,Electronics - Tablets #38,Electronics,SUP012,Supplier 12 Ltd,1.0,7.0,21.0,0.0,inf,12.567567567567568,0.0,1256.7567567567569,-inf,false,true
827,S020,P0037,Electronics - Tablets #37,Electronics,SUP006,Supplier 6 Ltd,13.0,9.0,0.0,0.0,inf,20.391666666666666,0.0,2039.1666666666665,-inf,false,false
