shipment_id,order_date,expected_date,received_date,store_id,product_id,supplier_id,quantity_ordered,quantity_received,is_late
SHIP00969,2025-12-29,2026-01-14,2026-01-14,S006,P0127,SUP007,48,48,False
SHIP00970,2025-10-11,2025-10-31,2025-10-31,S006,P0128,SUP005,57,57,False
SHIP00971,2025-08-19,2025-09-08,2025-09-12,S006,P0129,SUP006,54,54,True
SHIP00972,2025-09-14,2025-09-28,2025-09-28,S006,P0130,SUP015,60,60,False
SHIP00973,2025-11-29,2025-12-19,2025-12-19,S006,P0131,SUP028,42,42,False
SHIP00974,2025-12-25,2026-01-08,2026-01-08,S006,P0132,SUP015,30,30,False
SHIP00975,2025-09-30,2025-10-13,2025-10-13,S006,P0133,SUP002,42,42,False
SHIP00976,2025-11-01,2025-11-21,2025-11-21,S006,P0135,SUP006,39,39,False
SHIP00977,2025-08-16,2025-09-01,2025-09-01,S006,P0138,SUP029,48,48,False
SHIP00978,2025-12-06,2025-12-26,2025-12-26,S006,P0139,SUP006,33,33,False
SHIP00979,2025-12-07,2025-12-18,2025-12-18,S006,P0142,SUP010,51,51,False
SHIP00980,2025-09-03,2025-09-07,2025-09-07,S006,P0143,SUP023,42,42,False
SHIP00981,2025-12-13,2026-01-02,2026-01-02,S006,P0144,SUP005,36,36,False
SHIP00982,2025-10-31,2025-11-13,2025-11-18,S006,P0146,SUP002,60,60,True
SHIP00983,2025-10-02,2025-10-17,2025-10-17,S006,P0147,SUP024,60,60,False
SHIP00984,2025-09-26,2025-09-30,2025-09-30,S006,P0149,SUP019,48,48,False
SHIP00985,2025-10-08,2025-10-23,2025-10-23,S006,P0150,SUP017,48,48,False
SHIP00986,2025-10-24,2025-11-06,2025-11-13,S006,P0151,SUP002,66,66,True
SHIP00987,2025-11-15,2025-12-05,2025-12-05,S006,P0152,SUP028,111,111,False
SHIP00988,2025-08-17,2025-09-04,2025-09-04,S006,P0153,SUP003,120,120,False
SHIP00989,2026-01-16,2026-02-03,2026-02-03,S006,P0153,SUP003,120,120,False
SHIP00990,2025-09-13,2025-09-27,2025-09-27,S006,P0154,SUP022,69,69,False
SHIP00991,2025-12-24,2026-01-07,2026-01-07,S006,P0154,SUP022,69,69,False
SHIP00992,2025-08-25,2025-09-15,2025-09-21,S006,P0155,SUP013,111,111,True
SHIP00993,2025-12-07,2025-12-28,2025-12-28,S006,P0155,SUP013,111,111,False
SHIP00994,2025-09-21,2025-10-07,2025-10-07,S006,P0156,SUP029,108,105,False
SHIP00995,2025-09-07,2025-09-25,2025-09-25,S006,P0158,SUP020,81,81,False
SHIP00996,2025-12-27,2026-01-14,2026-01-14,S006,P0158,SUP020,81,81,False
SHIP00997,2025-08-21,2025-09-07,2025-09-07,S006,P0159,SUP014,60,60,False
SHIP00998,2025-11-17,2025-12-04,2025-12-06,S006,P0159,SUP014,60,60,True
SHIP00999,2025-09-20,2025-10-04,2025-10-04,S006,P0160,SUP030,102,102,False
SHIP01000,2025-11-13,2025-11-29,2025-11-29,S006,P0161,SUP007,111,111,False
SHIP01001,2025-10-06,2025-10-17,2025-10-17,S006,P0162,SUP008,111,111,False
SHIP01002,2025-10-19,2025-11-09,2025-11-09,S006,P0163,SUP013,81,81,False
SHIP01003,2025-10-04,2025-10-18,2025-10-18,S006,P0164,SUP022,102,102,False
SHIP01004,2025-10-18,2025-11-01,2025-11-01,S006,P0165,SUP015,72,72,False
SHIP01005,2025-10-09,2025-10-23,2025-10-23,S006,P0166,SUP030,78,78,False
SHIP01006,2025-12-17,2026-01-06,2026-01-06,S006,P0167,SUP001,69,69,False
SHIP01007,2025-07-25,2025-08-12,2025-08-19,S006,P0168,SUP020,99,99,True
SHIP01008,2025-11-09,2025-11-27,2025-11-27,S006,P0168,SUP020,99,99,False
SHIP01009,2025-11-25,2025-12-13,2025-12-13,S006,P0169,SUP003,60,60,False
SHIP01010,2025-09-24,2025-10-09,2025-10-09,S006,P0170,SUP017,78,78,False
SHIP01011,2026-01-02,2026-01-17,2026-01-17,S006,P0170,SUP017,78,78,False
SHIP01012,2025-08-16,2025-09-05,2025-09-05,S006,P0171,SUP005,69,69,False
SHIP01013,2025-10-18,2025-11-07,2025-11-07,S006,P0171,SUP005,69,69,False
SHIP01014,2026-01-17,2026-02-02,2026-02-02,S006,P0173,SUP029,63,63,False
SHIP01015,2025-10-14,2025-10-26,2025-10-26,S006,P0174,SUP012,117,117,False
SHIP01016,2025-11-06,2025-11-26,2025-11-26,S006,P0175,SUP006,63,63,False
SHIP01017,2025-09-20,2025-10-10,2025-10-10,S006,P0176,SUP027,63,63,False
SHIP01018,2025-12-10,2025-12-30,2025-12-30,S006,P0176,SUP027,63,63,False
SHIP01019,2025-10-13,2025-10-31,2025-10-31,S006,P0177,SUP020,102,102,False
SHIP01020,2025-09-08,2025-09-22,2025-09-22,S006,P0178,SUP022,111,111,False
SHIP01021,2025-09-13,2025-09-27,2025-09-27,S006,P0179,SUP030,63,63,False
SHIP01022,2025-11-26,2025-12-10,2025-12-10,S006,P0179,SUP030,63,63,False
SHIP01023,2025-08-21,2025-09-06,2025-09-12,S006,P0180,SUP029,108,108,True
SHIP01024,2025-12-29,2026-01-14,2026-01-14,S006,P0180,SUP029,108,108,False
SHIP01025,2025-09-13,2025-09-27,2025-09-27,S006,P0181,SUP009,81,81,False
SHIP01026,2025-12-27,2026-01-10,2026-01-10,S006,P0181,SUP009,81,81,False
SHIP01027,2025-10-30,2025-11-15,2025-11-15,S006,P0182,SUP029,114,114,False
SHIP01028,2025-10-01,2025-10-16,2025-10-16,S006,P0183,SUP024,114,114,False
SHIP01029,2025-10-17,2025-10-31,2025-10-31,S006,P0184,SUP009,90,90,False
SHIP01030,2025-09-18,2025-10-06,2025-10-06,S006,P0185,SUP020,87,87,False
SHIP01031,2026-01-06,2026-01-24,2026-01-26,S006,P0185,SUP020,87,87,True
SHIP01032,2025-08-11,2025-08-27,2025-08-27,S006,P0187,SUP007,108,108,False
SHIP01033,2025-12-28,2026-01-13,2026-01-13,S006,P0187,SUP007,108,108,False
SHIP01034,2025-09-19,2025-10-03,2025-10-03,S006,P0189,SUP009,99,99,False
SHIP01035,2025-10-05,2025-10-23,2025-10-23,S006,P0190,SUP003,84,84,False
SHIP01036,2025-08-14,2025-09-03,2025-09-03,S006,P0191,SUP027,111,111,False
SHIP01037,2025-12-16,2026-01-05,2026-01-05,S006,P0191,SUP027,111,111,False
SHIP01038,2025-11-03,2025-11-16,2025-11-16,S006,P0192,SUP002,75,75,False
SHIP01039,2025-10-29,2025-11-18,2025-11-18,S006,P0193,SUP011,99,99,False
SHIP01040,2025-10-24,2025-11-10,2025-11-10,S006,P0194,SUP021,105,105,False
SHIP01041,2025-08-18,2025-09-07,2025-09-07,S006,P0195,SUP006,93,93,False
SHIP01042,2026-01-14,2026-02-03,2026-02-03,S006,P0195,SUP006,93,93,False
SHIP01043,2025-10-31,2025-11-12,2025-11-12,S006,P0196,SUP018,96,96,False
SHIP01044,2025-11-29,2025-12-11,2025-12-11,S006,P0197,SUP018,108,108,False
SHIP01045,2025-09-17,2025-09-26,2025-09-30,S006,P0198,SUP004,99,99,True
SHIP01046,2025-10-26,2025-11-11,2025-11-11,S006,P0199,SUP029,72,72,False
SHIP01047,2026-01-16,2026-02-01,2026-02-01,S006,P0199,SUP029,72,72,False
SHIP01048,2025-10-27,2025-11-16,2025-11-16,S007,P0001,SUP001,24,24,False
SHIP01049,2025-12-06,2025-12-17,2025-12-17,S007,P0002,SUP008,27,27,False
SHIP01050,2025-10-19,2025-11-02,2025-11-02,S007,P0004,SUP022,21,21,False
SHIP01051,2025-11-15,2025-11-19,2025-11-19,S007,P0005,SUP019,24,24,False
SHIP01052,2025-07-15,2025-07-28,2025-08-01,S007,P0006,SUP002,27,27,True
SHIP01053,2025-12-06,2025-12-24,2025-12-24,S007,P0007,SUP003,24,24,False
SHIP01054,2025-08-02,2025-08-14,2025-08-14,S007,P0009,SUP018,24,24,False
SHIP01055,2025-12-19,2025-12-30,2025-12-30,S007,P0011,SUP008,21,21,False
SHIP01056,2025-10-18,2025-10-22,2025-10-22,S007,P0012,SUP019,21,21,False
SHIP01057,2025-07-19,2025-07-23,2025-07-23,S007,P0015,SUP023,27,27,False
SHIP01058,2025-12-03,2025-12-23,2025-12-23,S007,P0016,SUP011,15,15,False
SHIP01059,2025-11-29,2025-12-19,2025-12-19,S007,P0017,SUP005,24,24,False
SHIP01060,2025-11-04,2025-11-13,2025-11-13,S007,P0019,SUP004,15,15,False
SHIP01061,2025-11-12,2025-12-03,2025-12-03,S007,P0020,SUP013,27,27,False
SHIP01062,2026-01-12,2026-01-24,2026-01-24,S007,P0021,SUP012,18,18,False
SHIP01063,2026-01-11,2026-01-29,2026-01-29,S007,P0022,SUP020,18,18,False
SHIP01064,2026-01-07,2026-01-24,2026-01-24,S007,P0023,SUP026,21,21,False
SHIP01065,2025-09-11,2025-09-26,2025-09-26,S007,P0024,SUP024,18,18,False
SHIP01066,2025-08-31,2025-09-12,2025-09-12,S007,P0025,SUP018,30,30,False
SHIP01067,2025-07-13,2025-07-27,2025-07-27,S007,P0026,SUP030,30,30,False
SHIP01068,2025-12-17,2026-01-06,2026-01-11,S007,P0028,SUP027,30,30,True
SHIP01069,2025-12-21,2025-12-25,2025-12-25,S007,P0029,SUP019,24,24,False
SHIP01070,2026-01-05,2026-01-09,2026-01-09,S007,P0030,SUP023,27,27,False
SHIP01071,2025-11-26,2025-12-16,2025-12-16,S007,P0032,SUP025,24,24,False
SHIP01072,2025-11-02,2025-11-22,2025-11-22,S007,P0034,SUP028,30,30,False
SHIP01073,2025-12-11,2026-01-01,2026-01-01,S007,P0035,SUP013,21,21,False
SHIP01074,2025-11-13,2025-11-27,2025-11-27,S007,P0036,SUP015,21,21,False
SHIP01075,2025-10-13,2025-10-17,2025-10-17,S007,P0040,SUP023,21,21,False
SHIP01076,2025-11-15,2025-12-03,2025-12-03,S007,P0041,SUP020,24,24,False
SHIP01077,2025-08-01,2025-08-13,2025-08-13,S007,P0042,SUP018,27,27,False
SHIP01078,2025-11-30,2025-12-21,2025-12-21,S007,P0044,SUP013,30,30,False
SHIP01079,2025-11-06,2025-11-20,2025-11-20,S007,P0045,SUP030,15,15,False
SHIP01080,2025-12-03,2025-12-17,2025-12-17,S007,P0046,SUP022,27,27,False
SHIP01081,2025-09-30,2025-10-11,2025-10-11,S007,P0048,SUP008,21,21,False
SHIP01082,2025-09-18,2025-10-05,2025-10-09,S007,P0049,SUP026,18,18,True
SHIP01083,2026-01-04,2026-01-21,2026-01-21,S007,P0049,SUP026,18,18,False
SHIP01084,2026-01-08,2026-01-29,2026-01-29,S007,P0050,SUP013,18,18,False
SHIP01085,2025-11-06,2025-11-24,2025-11-24,S007,P0051,SUP003,66,66,False
SHIP01086,2025-12-28,2026-01-11,2026-01-11,S007,P0052,SUP030,75,75,False
SHIP01087,2025-10-15,2025-10-31,2025-10-31,S007,P0053,SUP007,90,90,False
SHIP01088,2025-11-19,2025-12-10,2025-12-15,S007,P0054,SUP013,90,90,True
SHIP01089,2025-10-24,2025-11-13,2025-11-13,S007,P0055,SUP005,60,60,False
SHIP01090,2026-01-10,2026-01-30,2026-01-30,S007,P0056,SUP005,78,78,False
SHIP01091,2025-10-21,2025-11-05,2025-11-05,S007,P0057,SUP024,57,57,False
SHIP01092,2025-10-19,2025-11-03,2025-11-03,S007,P0058,SUP024,90,90,False
SHIP01093,2025-09-24,2025-10-10,2025-10-10,S007,P0059,SUP029,48,48,False
SHIP01094,2025-11-25,2025-12-07,2025-12-12,S007,P0060,SUP012,48,48,True
SHIP01095,2025-09-22,2025-10-12,2025-10-12,S007,P0061,SUP005,48,48,False
SHIP01096,2025-10-16,2025-11-05,2025-11-05,S007,P0063,SUP028,57,57,False
SHIP01097,2025-11-18,2025-12-08,2025-12-08,S007,P0064,SUP005,66,66,False
SHIP01098,2025-09-12,2025-09-29,2025-09-29,S007,P0065,SUP026,57,57,False
SHIP01099,2025-09-08,2025-09-26,2025-09-26,S007,P0066,SUP020,63,63,False
SHIP01100,2025-10-24,2025-11-14,2025-11-14,S007,P0067,SUP013,87,87,False
SHIP01101,2025-10-17,2025-11-04,2025-11-08,S007,P0068,SUP020,48,48,True
SHIP01102,2025-11-03,2025-11-18,2025-11-18,S007,P0069,SUP017,90,90,False
SHIP01103,2025-11-02,2025-11-14,2025-11-14,S007,P0070,SUP018,90,90,False
SHIP01104,2025-09-08,2025-09-22,2025-09-22,S007,P0071,SUP022,45,45,False
SHIP01105,2025-10-20,2025-11-03,2025-11-03,S007,P0072,SUP022,84,84,False
SHIP01106,2025-08-17,2025-09-06,2025-09-06,S007,P0073,SUP025,45,45,False
SHIP01107,2025-12-10,2025-12-30,2025-12-30,S007,P0073,SUP025,45,45,False
SHIP01108,2025-11-14,2025-11-23,2025-11-23,S007,P0074,SUP004,69,69,False
SHIP01109,2025-12-10,2025-12-27,2025-12-27,S007,P0075,SUP014,72,72,False
SHIP01110,2025-07-20,2025-08-03,2025-08-03,S007,P0076,SUP015,84,84,False
SHIP01111,2025-10-01,2025-10-16,2025-10-16,S007,P0077,SUP024,54,54,False
SHIP01112,2025-09-04,2025-09-19,2025-09-19,S007,P0078,SUP017,57,57,False
SHIP01113,2025-09-29,2025-10-14,2025-10-14,S007,P0079,SUP017,63,63,False
SHIP01114,2025-10-30,2025-11-19,2025-11-19,S007,P0080,SUP028,69,69,False
SHIP01115,2025-10-05,2025-10-25,2025-10-30,S007,P0081,SUP027,69,69,True
SHIP01116,2025-08-18,2025-09-07,2025-09-07,S007,P0083,SUP025,78,73,False
SHIP01117,2025-10-12,2025-10-24,2025-10-31,S007,P0084,SUP018,87,87,True
SHIP01118,2025-12-27,2026-01-14,2026-01-14,S007,P0085,SUP020,66,66,False
SHIP01119,2025-12-18,2026-01-03,2026-01-03,S007,P0086,SUP016,66,66,False
SHIP01120,2025-11-14,2025-11-23,2025-11-23,S007,P0087,SUP004,51,51,False
SHIP01121,2026-01-01,2026-01-17,2026-01-17,S007,P0088,SUP029,48,48,False
SHIP01122,2025-07-19,2025-07-30,2025-07-30,S007,P0089,SUP008,81,81,False
SHIP01123,2025-10-11,2025-10-22,2025-10-22,S007,P0090,SUP008,81,81,False
SHIP01124,2025-10-27,2025-11-14,2025-11-14,S007,P0091,SUP003,90,90,False
SHIP01125,2025-09-13,2025-10-03,2025-10-03,S007,P0092,SUP027,45,45,False
SHIP01126,2025-11-25,2025-12-15,2025-12-15,S007,P0092,SUP027,45,45,False
SHIP01127,2025-11-01,2025-11-21,2025-11-23,S007,P0093,SUP025,60,60,True
SHIP01128,2025-07-22,2025-08-11,2025-08-11,S007,P0094,SUP005,90,90,False
SHIP01129,2025-10-01,2025-10-13,2025-10-13,S007,P0095,SUP018,75,75,False
SHIP01130,2025-12-21,2026-01-04,2026-01-04,S007,P0096,SUP009,54,54,False
SHIP01131,2025-11-03,2025-11-07,2025-11-07,S007,P0098,SUP023,48,48,False
SHIP01132,2025-09-12,2025-10-03,2025-10-03,S007,P0099,SUP013,63,63,False
SHIP01133,2025-11-23,2025-12-07,2025-12-07,S007,P0100,SUP015,90,90,False
SHIP01134,2025-09-23,2025-10-02,2025-10-02,S007,P0101,SUP004,30,30,False
SHIP01135,2025-11-30,2025-12-20,2025-12-24,S007,P0103,SUP011,42,42,True
SHIP01136,2025-11-08,2025-11-12,2025-11-12,S007,P0104,SUP019,54,54,False
SHIP01137,2025-11-01,2025-11-05,2025-11-05,S007,P0105,SUP019,60,60,False
SHIP01138,2025-08-21,2025-09-10,2025-09-10,S007,P0106,SUP001,36,36,False
SHIP01139,2025-09-20,2025-10-01,2025-10-01,S007,P0108,SUP008,39,39,False
SHIP01140,2025-11-26,2025-12-12,2025-12-12,S007,P0109,SUP029,36,36,False
SHIP01141,2025-11-29,2025-12-19,2025-12-19,S007,P0110,SUP028,48,48,False
SHIP01142,2025-09-22,2025-10-07,2025-10-07,S007,P0114,SUP024,36,36,False
SHIP01143,2025-11-25,2025-12-06,2025-12-06,S007,P0115,SUP008,39,39,False
SHIP01144,2025-10-08,2025-10-24,2025-10-24,S007,P0117,SUP007,48,48,False
SHIP01145,2025-12-03,2025-12-12,2025-12-12,S007,P0118,SUP004,54,54,False
SHIP01146,2025-09-25,2025-10-12,2025-10-12,S007,P0120,SUP014,48,48,False
SHIP01147,2025-12-23,2026-01-12,2026-01-12,S007,P0121,SUP028,36,36,False
SHIP01148,2025-12-17,2025-12-31,2026-01-01,S007,P0122,SUP022,33,33,True
SHIP01149,2025-10-26,2025-11-08,2025-11-08,S007,P0123,SUP002,45,45,False
SHIP01150,2025-09-21,2025-10-08,2025-10-08,S007,P0125,SUP026,33,33,False
SHIP01151,2025-11-15,2025-12-02,2025-12-02,S007,P0125,SUP026,33,33,False
SHIP01152,2025-12-20,2026-01-05,2026-01-05,S007,P0127,SUP007,39,39,False
SHIP01153,2025-09-14,2025-10-04,2025-10-04,S007,P0129,SUP006,57,57,False
SHIP01154,2025-10-31,2025-11-14,2025-11-14,S007,P0130,SUP015,57,57,False
SHIP01155,2025-11-16,2025-12-06,2025-12-06,S007,P0131,SUP028,57,57,False
SHIP01156,2025-11-14,2025-11-28,2025-11-28,S007,P0132,SUP015,45,45,False
SHIP01157,2025-07-01,2025-07-14,2025-07-14,S007,P0133,SUP002,60,60,False
SHIP01158,2025-09-14,2025-10-02,2025-10-02,S007,P0134,SUP003,51,51,False
SHIP01159,2025-10-21,2025-11-10,2025-11-10,S007,P0135,SUP006,39,39,False
SHIP01160,2025-08-23,2025-09-08,2025-09-08,S007,P0137,SUP007,54,54,False
SHIP01161,2025-11-07,2025-11-27,2025-11-27,S007,P0139,SUP006,36,36,False
SHIP01162,2025-10-28,2025-11-17,2025-11-17,S007,P0140,SUP001,57,57,False
SHIP01163,2025-08-28,2025-09-08,2025-09-08,S007,P0142,SUP010,57,57,False
SHIP01164,2025-10-24,2025-10-28,2025-10-28,S007,P0143,SUP023,39,39,False
SHIP01165,2025-11-16,2025-12-06,2025-12-06,S007,P0144,SUP005,33,33,False
SHIP01166,2025-09-29,2025-10-10,2025-10-10,S007,P0145,SUP010,42,42,False
SHIP01167,2025-08-23,2025-09-05,2025-09-10,S007,P0146,SUP002,48,48,True
SHIP01168,2025-11-13,2025-11-28,2025-11-28,S007,P0147,SUP024,60,60,False
SHIP01169,2025-08-24,2025-09-06,2025-09-06,S007,P0148,SUP002,48,48,False
SHIP01170,2025-09-19,2025-09-23,2025-09-23,S007,P0149,SUP019,45,45,False
SHIP01171,2025-09-01,2025-09-16,2025-09-16,S007,P0150,SUP017,33,33,False
SHIP01172,2025-08-09,2025-08-22,2025-08-22,S007,P0151,SUP002,87,87,False
SHIP01173,2025-11-24,2025-12-07,2025-12-13,S007,P0151,SUP002,87,87,True
SHIP01174,2025-10-15,2025-11-04,2025-11-04,S007,P0152,SUP028,93,93,False
SHIP01175,2025-11-16,2025-12-04,2025-12-04,S007,P0153,SUP003,84,84,False
SHIP01176,2025-09-14,2025-09-28,2025-10-02,S007,P0154,SUP022,72,72,True
SHIP01177,2025-12-25,2026-01-08,2026-01-08,S007,P0154,SUP022,72,72,False
SHIP01178,2025-09-07,2025-09-28,2025-09-28,S007,P0155,SUP013,75,75,False
SHIP01179,2025-12-11,2026-01-01,2026-01-01,S007,P0155,SUP013,75,75,False
SHIP01180,2025-09-18,2025-10-04,2025-10-09,S007,P0156,SUP029,102,102,True
SHIP01181,2025-10-26,2025-11-13,2025-11-13,S007,P0158,SUP020,111,111,False
SHIP01182,2025-10-11,2025-10-28,2025-10-28,S007,P0159,SUP014,99,99,False
SHIP01183,2025-09-07,2025-09-21,2025-09-21,S007,P0160,SUP030,60,60,False
SHIP01184,2025-11-21,2025-12-05,2025-12-05,S007,P0160,SUP030,60,60,False
SHIP01185,2025-08-03,2025-08-19,2025-08-24,S007,P0161,SUP007,93,93,True
SHIP01186,2025-12-31,2026-01-16,2026-01-16,S007,P0161,SUP007,93,93,False
SHIP01187,2025-10-17,2025-10-28,2025-10-28,S007,P0162,SUP008,66,66,False
SHIP01188,2026-01-17,2026-01-28,2026-01-28,S007,P0162,SUP008,66,66,False
SHIP01189,2025-10-18,2025-11-08,2025-11-15,S007,P0163,SUP013,117,117,True
SHIP01190,2025-12-29,2026-01-12,2026-01-12,S007,P0164,SUP022,90,90,False
SHIP01191,2025-10-22,2025-11-05,2025-11-05,S007,P0165,SUP015,60,60,False
SHIP01192,2025-10-11,2025-10-25,2025-10-25,S007,P0166,SUP030,99,99,False
SHIP01193,2025-11-17,2025-12-07,2025-12-07,S007,P0167,SUP001,66,66,False
SHIP01194,2025-11-09,2025-11-27,2025-11-27,S007,P0168,SUP020,111,111,False
SHIP01195,2025-08-31,2025-09-18,2025-09-18,S007,P0169,SUP003,114,114,False
SHIP01196,2025-10-23,2025-11-07,2025-11-07,S007,P0170,SUP017,75,75,False
SHIP01197,2025-11-07,2025-11-27,2025-11-27,S007,P0171,SUP005,96,96,False
SHIP01198,2025-09-15,2025-10-01,2025-10-07,S007,P0173,SUP029,72,72,True
SHIP01199,2025-12-08,2025-12-24,2025-12-24,S007,P0173,SUP029,72,72,False
SHIP01200,2025-09-25,2025-10-07,2025-10-07,S007,P0174,SUP012,87,87,False
SHIP01201,2025-09-08,2025-09-28,2025-09-28,S007,P0175,SUP006,105,105,False
SHIP01202,2025-09-03,2025-09-23,2025-09-23,S007,P0176,SUP027,66,66,False
SHIP01203,2025-11-04,2025-11-24,2025-12-01,S007,P0176,SUP027,66,66,True
SHIP01204,2025-09-02,2025-09-20,2025-09-20,S007,P0177,SUP020,99,99,False
SHIP01205,2026-01-16,2026-02-03,2026-02-03,S007,P0177,SUP020,99,99,False
SHIP01206,2025-09-09,2025-09-23,2025-09-23,S007,P0178,SUP022,99,99,False
SHIP01207,2025-09-25,2025-10-09,2025-10-15,S007,P0179,SUP030,105,105,True
SHIP01208,2025-10-19,2025-11-02,2025-11-04,S007,P0181,SUP009,84,84,True
SHIP01209,2025-09-14,2025-09-30,2025-09-30,S007,P0182,SUP029,120,120,False
SHIP01210,2025-10-11,2025-10-26,2025-10-26,S007,P0183,SUP024,117,117,False
SHIP01211,2025-12-02,2025-12-16,2025-12-16,S007,P0184,SUP009,78,78,False
SHIP01212,2025-10-31,2025-11-18,2025-11-24,S007,P0185,SUP020,69,69,True
SHIP01213,2025-09-04,2025-09-20,2025-09-20,S007,P0187,SUP007,87,87,False
SHIP01214,2025-11-27,2025-12-13,2025-12-13,S007,P0187,SUP007,87,87,False
SHIP01215,2025-07-22,2025-08-05,2025-08-05,S007,P0189,SUP009,96,96,False
SHIP01216,2025-11-22,2025-12-06,2025-12-06,S007,P0189,SUP009,96,96,False
SHIP01217,2025-09-01,2025-09-19,2025-09-19,S007,P0190,SUP003,117,117,False
SHIP01218,2026-01-08,2026-01-26,2026-01-27,S007,P0190,SUP003,117,117,True
SHIP01219,2025-09-26,2025-10-16,2025-10-16,S007,P0191,SUP027,90,90,False
SHIP01220,2025-10-13,2025-10-26,2025-10-26,S007,P0192,SUP002,90,90,False
SHIP01221,2025-09-29,2025-10-19,2025-10-19,S007,P0193,SUP011,120,120,False
SHIP01222,2025-12-19,2026-01-05,2026-01-07,S007,P0194,SUP021,72,72,True
SHIP01223,2025-09-14,2025-10-04,2025-10-04,S007,P0195,SUP006,90,90,False
SHIP01224,2025-12-23,2026-01-12,2026-01-12,S007,P0195,SUP006,90,90,False
SHIP01225,2025-11-01,2025-11-13,2025-11-13,S007,P0196,SUP018,78,78,False
SHIP01226,2025-10-21,2025-11-02,2025-11-02,S007,P0197,SUP018,90,90,False
SHIP01227,2025-08-30,2025-09-08,2025-09-08,S007,P0198,SUP004,96,96,False
SHIP01228,2026-01-06,2026-01-15,2026-01-15,S007,P0198,SUP004,96,96,False
SHIP01229,2025-10-07,2025-10-23,2025-10-23,S007,P0199,SUP029,87,87,False
SHIP01230,2025-10-31,2025-11-20,2025-11-20,S008,P0003,SUP005,24,24,False
SHIP01231,2025-08-09,2025-08-23,2025-08-23,S008,P0004,SUP022,24,24,False
SHIP01232,2025-12-12,2025-12-30,2025-12-30,S008,P0007,SUP003,27,27,False
SHIP01233,2025-10-01,2025-10-12,2025-10-12,S008,P0008,SUP008,30,30,False
SHIP01234,2025-11-22,2025-12-03,2025-12-03,S008,P0011,SUP008,30,30,False
SHIP01235,2025-10-18,2025-10-22,2025-10-25,S008,P0012,SUP019,24,24,True
SHIP01236,2025-09-20,2025-10-07,2025-10-07,S008,P0013,SUP026,30,30,False
SHIP01237,2025-08-27,2025-09-16,2025-09-16,S008,P0014,SUP025,24,24,False
SHIP01238,2025-12-22,2026-01-11,2026-01-11,S008,P0017,SUP005,21,21,False
SHIP01239,2025-10-05,2025-10-25,2025-10-26,S008,P0018,SUP025,30,30,True
SHIP01240,2025-11-29,2025-12-08,2025-12-08,S008,P0019,SUP004,24,24,False
SHIP01241,2025-08-31,2025-09-21,2025-09-21,S008,P0020,SUP013,24,24,False
SHIP01242,2025-12-01,2025-12-18,2025-12-18,S008,P0023,SUP026,27,27,False
SHIP01243,2025-11-09,2025-11-24,2025-11-24,S008,P0024,SUP024,27,27,False
SHIP01244,2025-08-02,2025-08-14,2025-08-16,S008,P0025,SUP018,21,21,True
SHIP01245,2025-09-10,2025-09-30,2025-09-30,S008,P0028,SUP027,18,18,False
SHIP01246,2025-07-19,2025-08-01,2025-08-01,S008,P0031,SUP002,27,27,False
SHIP01247,2025-11-18,2025-12-09,2025-12-09,S008,P0035,SUP013,24,24,False
SHIP01248,2025-10-24,2025-11-07,2025-11-07,S008,P0036,SUP015,15,15,False
SHIP01249,2025-09-17,2025-10-07,2025-10-07,S008,P0037,SUP006,21,21,False
SHIP01250,2025-10-25,2025-11-06,2025-11-13,S008,P0038,SUP012,27,27,True
SHIP01251,2025-11-12,2025-11-26,2025-11-26,S008,P0039,SUP022,27,27,False
SHIP01252,2025-11-15,2025-11-27,2025-11-27,S008,P0042,SUP018,21,21,False
SHIP01253,2025-10-26,2025-11-16,2025-11-17,S008,P0044,SUP013,24,24,True
SHIP01254,2025-12-11,2025-12-25,2025-12-25,S008,P0046,SUP022,18,18,False
SHIP01255,2025-10-04,2025-10-24,2025-10-24,S008,P0047,SUP027,15,15,False
SHIP01256,2025-11-07,2025-11-24,2025-11-24,S008,P0049,SUP026,24,24,False
SHIP01257,2025-11-11,2025-12-02,2025-12-02,S008,P0050,SUP013,15,15,False
SHIP01258,2026-01-06,2026-01-24,2026-01-24,S008,P0051,SUP003,57,57,False
SHIP01259,2025-09-25,2025-10-09,2025-10-09,S008,P0052,SUP030,72,72,False
SHIP01260,2025-10-14,2025-10-30,2025-10-30,S008,P0053,SUP007,87,87,False
SHIP01261,2025-12-26,2026-01-16,2026-01-19,S008,P0054,SUP013,63,63,True
SHIP01262,2025-10-05,2025-10-25,2025-10-25,S008,P0055,SUP005,90,90,False
SHIP01263,2025-09-15,2025-10-05,2025-10-05,S008,P0056,SUP005,90,90,False
SHIP01264,2025-08-17,2025-09-01,2025-09-01,S008,P0057,SUP024,87,87,False
SHIP01265,2025-12-06,2025-12-21,2025-12-26,S008,P0058,SUP024,87,87,True
SHIP01266,2025-10-27,2025-11-12,2025-11-16,S008,P0059,SUP029,51,51,True
SHIP01267,2025-10-07,2025-10-19,2025-10-19,S008,P0060,SUP012,48,48,False
SHIP01268,2025-12-26,2026-01-15,2026-01-15,S008,P0061,SUP005,54,54,False
SHIP01269,2025-08-27,2025-09-14,2025-09-14,S008,P0062,SUP003,75,75,False
SHIP01270,2025-11-19,2025-12-09,2025-12-09,S008,P0063,SUP028,54,54,False
SHIP01271,2025-12-17,2026-01-06,2026-01-06,S008,P0064,SUP005,60,60,False
